ref_id,asset,stock_name,strike_price,option_type,expiry,exchange,lot_size,tick_size
1136157,ADANIENT,ADANIENT26MAR1880PE,188000,PE,20260330,NSE,309,5
1202952,ADANIENT,ADANIENT26MAR1900CE,190000,CE,20260330,NSE,309,5
1202953,ADANIENT,ADANIENT26MAR1900PE,190000,PE,20260330,NSE,309,5
1136158,ADANIENT,ADANIENT26MAR1920CE,192000,CE,20260330,NSE,309,5
1136159,ADANIENT,ADANIENT26MAR1920PE,192000,PE,20260330,NSE,309,5
1202954,ADANIENT,ADANIENT26MAR1940CE,194000,CE,20260330,NSE,309,5
1202955,ADANIENT,ADANIENT26MAR1940PE,194000,PE,20260330,NSE,309,5
1136160,ADANIENT,ADANIENT26MAR1960CE,196000,CE,20260330,NSE,309,5
1136161,ADANIENT,ADANIENT26MAR1960PE,196000,PE,20260330,NSE,309,5
1202956,ADANIENT,ADANIENT26MAR1980CE,198000,CE,20260330,NSE,309,5
1202957,ADANIENT,ADANIENT26MAR1980PE,198000,PE,20260330,NSE,309,5
1136162,ADANIENT,ADANIENT26MAR2000CE,200000,CE,20260330,NSE,309,5
1136163,ADANIENT,ADANIENT26MAR2000PE,200000,PE,20260330,NSE,309,5
1202958,ADANIENT,ADANIENT26MAR2020CE,202000,CE,20260330,NSE,309,5
1202959,ADANIENT,ADANIENT26MAR2020PE,202000,PE,20260330,NSE,309,5
1136164,ADANIENT,ADANIENT26MAR2040CE,204000,CE,20260330,NSE,309,5
1136165,ADANIENT,ADANIENT26MAR2040PE,204000,PE,20260330,NSE,309,5
1202960,ADANIENT,ADANIENT26MAR2060CE,206000,CE,20260330,NSE,309,5
1202961,ADANIENT,ADANIENT26MAR2060PE,206000,PE,20260330,NSE,309,5
1136166,ADANIENT,ADANIENT26MAR2080CE,208000,CE,20260330,NSE,309,5
1136167,ADANIENT,ADANIENT26MAR2080PE,208000,PE,20260330,NSE,309,5
1202962,ADANIENT,ADANIENT26MAR2100CE,210000,CE,20260330,NSE,309,5
1202963,ADANIENT,ADANIENT26MAR2100PE,210000,PE,20260330,NSE,309,5
1136168,ADANIENT,ADANIENT26MAR2120CE,212000,CE,20260330,NSE,309,5
1136169,ADANIENT,ADANIENT26MAR2120PE,212000,PE,20260330,NSE,309,5
1202964,ADANIENT,ADANIENT26MAR2140CE,214000,CE,20260330,NSE,309,5
1202965,ADANIENT,ADANIENT26MAR2140PE,214000,PE,20260330,NSE,309,5
1136170,ADANIENT,ADANIENT26MAR2160CE,216000,CE,20260330,NSE,309,5
1136171,ADANIENT,ADANIENT26MAR2160PE,216000,PE,20260330,NSE,309,5
